app_name,category,rating,review,helpful_votes,version,date,user_name,developer_response
Yelp,Food & Drink,4.0,"Five stars, highly recommend! Slightly performance the app features features Slightly performance Slightly Extremely this update Really Slightly design the app",234,2.1.8,2022-04-05,user_6643,Thank you for your feedback!
Fortnite,Games,5.0,Can't imagine life without it Very Really this update design design Slightly this update design design,416,4.1.1,2022-04-21,user_1839,Thank you for your feedback!
DoorDash,Food & Drink,4.0,"Fantastic update, keeps getting better Slightly the app Extremely performance the app the app this update performance Very Slightly this update Extremely",10,3.4.0,2022-07-28,user_1170,We're working on it.
PayPal,Finance,5.0,Incredible features and smooth UI this update Slightly the app design Slightly this update this update features features performance the app Extremely,430,2.6.8,2023-05-03,user_1553,We're working on it.
Khan Academy,Education,5.0,"Fantastic update, keeps getting better the app Slightly Really the developer this update design the app Slightly the app this update design design features Really",200,1.0.7,2022-09-02,user_6858,
Notion,Productivity,2.0,Lost all my data after update Very the developer Really this update features features Extremely Very Very features Extremely performance Extremely,466,5.3.4,2022-10-14,user_7210,
Headspace,Health & Fitness,5.0,Absolutely love this app! this update features performance the developer Really the developer the developer Very the app design Slightly Very,292,3.1.2,2023-06-02,user_6630,
Robinhood,Finance,1.0,"Crashes constantly, very frustrating performance",100,3.4.8,2023-07-24,user_6510,
Google Maps,Travel,4.0,"Fantastic update, keeps getting better Extremely Very this update performance performance performance Extremely Slightly features features",358,5.0.5,2022-09-11,user_8275,Thank you for your feedback!
Hulu,Entertainment,4.0,Incredible features and smooth UI Slightly design the app design,40,4.8.8,2023-10-15,user_8317,We're working on it.
Headspace,Health & Fitness,,Absolutely love this app! Really performance features Very Extremely,495,1.7.0,2022-04-06,user_6341,We're working on it.
Headspace,Health & Fitness,3.0,Useful but not without issues features performance the developer this update the app this update,461,4.2.8,2023-05-24,user_4325,
Twitter,Social Networking,5.0,Super intuitive and fast this update performance Very design the app the developer Slightly Slightly the app,360,2.3.2,2023-07-09,user_9299,
Robinhood,Finance,2.0,"Crashes constantly, very frustrating",488,3.1.0,2022-07-03,user_9635,Thank you for your feedback!
Lightroom,Photo & Video,3.0,Has potential but needs polish Very Really,228,2.0.1,2023-05-16,user_6912,
SoundCloud,Music,5.0,Incredible features and smooth UI Slightly this update,30,5.2.1,2022-02-26,user_5408,Thank you for your feedback!
Strava,Health & Fitness,5.0,Super intuitive and fast Slightly performance performance Slightly the app the developer the app Extremely design Extremely performance Really this update performance,136,3.8.3,2022-07-26,user_1219,We're working on it.
SoundCloud,Music,5.0,Great customer support too Very Extremely this update Slightly performance Really Really Really Extremely the app this update Extremely the app Really performance,458,5.5.8,2023-12-22,user_2633,We're working on it.
eBay,Shopping,5.0,"Fantastic update, keeps getting better",469,1.5.0,2022-04-20,user_8082,Thank you for your feedback!
Instacart,Food & Drink,3.0,Gets the job done Really Very Really Very,108,1.8.2,2023-07-17,user_6780,
Facebook,Social Networking,5.0,Changed my daily routine for the better features the app Really Extremely,236,2.7.9,2022-12-15,user_9282,
Yelp,Food & Drink,4.0,"Best app on my phone, period. this update features features features design Really design design the developer Really",215,5.2.0,2023-04-23,user_6476,Thank you for your feedback!
Lightroom,Photo & Video,,"Best app on my phone, period. features Extremely design design this update Very Very the developer this update",291,5.3.1,2022-07-02,user_5921,We're working on it.
Robinhood,Finance,5.0,"Fantastic update, keeps getting better performance the developer performance the app Very performance Extremely",27,3.3.5,2022-11-08,user_8576,We're working on it.
Venmo,Finance,5.0,Super intuitive and fast Slightly Very features performance design Extremely this update the developer Really Very features Really,427,2.4.8,2023-10-25,user_1307,
Notion,Productivity,4.0,Incredible features and smooth UI this update the app Really Really Really Extremely the developer the app Slightly Extremely the app Extremely Very Slightly performance,487,2.2.5,2022-09-25,user_3519,
TikTok,Social Networking,4.0,"Five stars, highly recommend! Really performance performance Extremely design features features",64,3.2.7,2022-09-05,user_2781,
Hulu,Entertainment,5.0,"Fantastic update, keeps getting better design Slightly features Extremely features",251,3.6.9,2022-01-14,user_1188,
Airbnb,Travel,1.0,Terrible battery drain features performance Extremely Slightly,12,5.4.7,2022-11-10,user_3680,
DoorDash,Food & Drink,2.0,Lost all my data after update design features the developer Slightly the app the app the developer,117,4.1.5,2022-09-13,user_1325,
Trello,Productivity,5.0,"Five stars, highly recommend! performance the app performance the app Really",52,2.2.9,2023-07-31,user_1260,We're working on it.
Among Us,Games,4.0,Absolutely love this app! Slightly the app Really design Slightly Very this update Extremely performance Slightly Extremely features performance,52,3.2.3,2022-05-08,user_7562,We're working on it.
Venmo,Finance,5.0,Works flawlessly on my iPhone performance performance performance the app,12,3.4.9,2022-08-19,user_4218,
TikTok,Social Networking,4.0,Works flawlessly on my iPhone this update Extremely design performance the developer design performance the developer Very the app the developer Slightly,279,2.3.8,2022-04-11,user_4626,
Fortnite,Games,5.0,"Fantastic update, keeps getting better Extremely Extremely design the developer Really features the app",336,1.2.2,2022-10-28,user_8793,
Fortnite,Games,2.0,Interface is confusing and cluttered Very design Very Extremely Slightly Slightly Really Really Extremely Very Really,137,1.7.1,2023-01-10,user_6840,
Google Maps,Travel,1.0,Not worth the subscription price design,386,3.0.4,2022-06-05,user_3495,
Spotify,Music,4.0,"Five stars, highly recommend! Really this update Very design design Very Extremely design Really",16,4.8.1,2023-08-24,user_2493,
YouTube,Entertainment,5.0,Can't imagine life without it,371,3.3.4,2023-09-18,user_5160,
Amazon,Shopping,1.0,Not worth the subscription price Slightly the app performance,170,3.7.1,2023-02-06,user_8081,
Evernote,Productivity,5.0,Great customer support too features the app Really performance,377,1.6.2,2022-03-18,user_9789,
Netflix,Entertainment,4.0,"Five stars, highly recommend! Slightly Really performance the app features Slightly Extremely",229,1.5.9,2023-07-30,user_7314,We're working on it.
Apple Music,Music,5.0,"Five stars, highly recommend! the app Really Very Extremely features Really features Really performance Really Really features performance the app",118,1.0.3,2023-09-07,user_3437,Thank you for your feedback!
PayPal,Finance,5.0,Great customer support too this update Extremely Extremely,174,4.1.6,2022-09-06,user_9568,
Strava,Health & Fitness,3.0,Gets the job done Really design Slightly the app this update features the developer the developer Slightly features performance,91,5.2.6,2023-05-06,user_3885,We're working on it.
Among Us,Games,5.0,Absolutely love this app! features performance Very Really the developer this update the developer features Extremely Very Very Extremely the app Really this update,282,1.8.3,2022-02-20,user_7559,We're working on it.
Khan Academy,Education,5.0,Great customer support too Very Extremely features the developer Extremely the app Really Slightly Extremely Really the app,169,5.8.6,2023-04-06,user_7104,
Uber,Travel,5.0,Can't imagine life without it design Really Slightly the app Slightly the developer Slightly the app features Extremely performance this update features the developer Extremely,221,2.0.0,2022-05-18,user_6726,We're working on it.
Apple Music,Music,4.0,"Five stars, highly recommend! performance Extremely performance performance the app Extremely the developer Really the app this update",420,1.9.2,2023-03-02,user_2765,
VSCO,Photo & Video,4.0,Great customer support too the developer Really Very Extremely Really features features Extremely Slightly the developer features Extremely features this update performance,479,1.9.9,2023-07-18,user_4420,We're working on it.
Venmo,Finance,,"Five stars, highly recommend! Extremely this update Very Slightly Slightly Really performance performance Extremely Extremely the developer Really this update Extremely",152,3.2.9,2022-11-11,user_4703,
Venmo,Finance,5.0,Incredible features and smooth UI the app this update features,441,4.5.4,2023-02-28,user_7348,
PayPal,Finance,3.0,Gets the job done Slightly this update performance Very Slightly the app,312,3.6.0,2022-01-05,user_3718,
Facebook,Social Networking,4.0,Absolutely love this app! Extremely features Really Slightly,15,4.7.1,2022-07-08,user_6888,
1Password,Utilities,5.0,Can't imagine life without it design,372,1.8.2,2023-06-04,user_1196,
PUBG Mobile,Games,5.0,"Five stars, highly recommend! the app performance design design Extremely Very this update Extremely Extremely the developer Really this update",134,2.6.1,2022-12-01,user_3302,Thank you for your feedback!
Headspace,Health & Fitness,5.0,Works flawlessly on my iPhone design design design Extremely Slightly Really Very features the developer Very,306,5.8.6,2022-07-15,user_2155,
Coursera,Education,1.0,Keeps freezing on my device Really Slightly Extremely Really design Very this update the developer Slightly Slightly this update Very Extremely Very,330,2.9.6,2022-01-07,user_7278,
Fortnite,Games,5.0,,470,3.7.6,2023-07-28,user_4463,
PUBG Mobile,Games,5.0,Absolutely love this app! Extremely Extremely Very Really Very features features,455,5.1.4,2022-01-10,user_6600,
Dropbox,Utilities,3.0,"Some features are great, others not so much Slightly Very design the developer Slightly",58,4.0.8,2023-01-05,user_7784,
DoorDash,Food & Drink,4.0,Incredible features and smooth UI design,194,4.7.1,2022-10-31,user_9246,Thank you for your feedback!
Airbnb,Travel,5.0,Changed my daily routine for the better Really Very,156,3.6.4,2022-11-19,user_8762,
Hulu,Entertainment,3.0,Works fine most of the time Slightly features this update performance the app Extremely Extremely design features Extremely the developer this update features this update,411,1.9.3,2022-09-10,user_2745,
Headspace,Health & Fitness,4.0,Works flawlessly on my iPhone Really design the app Slightly Really Slightly Extremely the app design,123,3.3.1,2023-12-21,user_1745,
Venmo,Finance,4.0,"Five stars, highly recommend! Really design Really features the developer the developer Extremely",217,1.2.5,2022-08-20,user_7490,
MyFitnessPal,Health & Fitness,5.0,Incredible features and smooth UI,103,1.4.7,2022-10-25,user_9536,Thank you for your feedback!
Coursera,Education,5.0,Works flawlessly on my iPhone design Slightly the developer this update this update Extremely Extremely Really Really,132,2.6.1,2022-01-26,user_1877,Thank you for your feedback!
Coursera,Education,4.0,Absolutely love this app! the app features,467,2.7.5,2023-08-11,user_6078,We're working on it.
Microsoft Word,Productivity,4.0,Changed my daily routine for the better the app,142,1.1.1,2023-03-29,user_2746,We're working on it.
Netflix,Entertainment,5.0,"Five stars, highly recommend! features",277,3.9.0,2022-06-24,user_2520,
VSCO,Photo & Video,4.0,Incredible features and smooth UI features design,58,3.9.6,2023-04-04,user_5576,
TikTok,Social Networking,5.0,Changed my daily routine for the better the developer performance features features Slightly Very this update Very performance,198,1.3.3,2023-01-04,user_4994,
Hulu,Entertainment,3.0,"Decent app, does what it says the developer performance this update Slightly the app Slightly performance performance features",25,5.7.7,2022-08-30,user_2700,Thank you for your feedback!
Instagram,Social Networking,5.0,Works flawlessly on my iPhone performance the developer Very this update performance Very features performance design,300,3.8.6,2022-12-04,user_4991,We're working on it.
Todoist,Productivity,4.0,"Fantastic update, keeps getting better this update the developer Extremely Really features Extremely this update performance design the app the developer the app",460,1.6.0,2023-01-10,user_6961,We're working on it.
Etsy,Shopping,5.0,"Best app on my phone, period. design design the app Very design Very Very Really the developer this update the developer features Slightly Extremely Slightly",359,2.9.8,2023-12-12,user_8337,
Candy Crush,Games,5.0,Incredible features and smooth UI Slightly Really design this update Extremely the developer the app design Really this update,350,4.6.9,2022-06-04,user_6932,
Notion,Productivity,5.0,Works flawlessly on my iPhone Slightly,490,5.2.6,2022-02-24,user_1116,
1Password,Utilities,5.0,"Best app on my phone, period. the developer performance Really",174,3.6.1,2023-03-02,user_2153,We're working on it.
Coursera,Education,5.0,Changed my daily routine for the better performance features performance the developer Really features design Really,215,5.8.2,2023-11-02,user_4165,We're working on it.
Lightroom,Photo & Video,5.0,"Five stars, highly recommend! performance",56,5.6.7,2022-05-11,user_4221,
PUBG Mobile,Games,5.0,Absolutely love this app! the developer this update the app design features features Extremely features,488,3.5.6,2022-03-13,user_3269,
PUBG Mobile,Games,5.0,Great customer support too design Really Extremely Really,281,4.4.1,2023-05-08,user_7298,
eBay,Shopping,3.0,"Some features are great, others not so much",4,2.3.6,2022-09-26,user_2906,Thank you for your feedback!
Instacart,Food & Drink,4.0,Changed my daily routine for the better this update Slightly the developer this update the app the app Extremely design Very performance the developer performance performance,360,2.5.2,2023-07-01,user_3444,Thank you for your feedback!
Coursera,Education,4.0,"Best app on my phone, period. Slightly the developer the app Extremely design",53,5.5.2,2022-07-10,user_6128,
Amazon,Shopping,4.0,"Five stars, highly recommend! Extremely the developer Extremely features design performance the app performance",421,5.6.8,2022-04-26,user_2902,
Lightroom,Photo & Video,,Changed my daily routine for the better Really Extremely the developer this update Slightly the app Really,14,3.5.5,2023-09-01,user_1914,Thank you for your feedback!
Dropbox,Utilities,4.0,Super intuitive and fast this update features Really features this update the developer Really performance features features the app Very Very performance Slightly,121,1.3.2,2022-07-14,user_6308,We're working on it.
Lightroom,Photo & Video,5.0,"Best app on my phone, period.",452,2.9.5,2022-12-19,user_9023,Thank you for your feedback!
TikTok,Social Networking,5.0,"Fantastic update, keeps getting better the developer Slightly the app this update performance Really",61,2.4.7,2022-10-03,user_2398,
PUBG Mobile,Games,5.0,"Fantastic update, keeps getting better features features the app Extremely this update Very",209,3.6.7,2023-03-18,user_2705,
Trello,Productivity,4.0,Can't imagine life without it performance Very Extremely performance this update Slightly features Really features,301,2.9.2,2023-10-06,user_5140,We're working on it.
Notion,Productivity,4.0,Great customer support too Extremely features design performance Really the app performance this update Really the developer Extremely the app Slightly features,221,5.5.2,2022-07-08,user_1043,Thank you for your feedback!
Notion,Productivity,5.0,Absolutely love this app! the developer design,5,5.4.2,2023-07-12,user_8699,
Google Drive,Utilities,4.0,"Best app on my phone, period. the developer Very the developer the app design the developer Slightly Very performance Slightly Slightly the developer Really",427,3.1.0,2023-06-10,user_2881,We're working on it.
Lightroom,Photo & Video,5.0,Great customer support too performance Very design Extremely Really Extremely Really the app,107,2.3.5,2022-02-09,user_3515,We're working on it.
TikTok,Social Networking,5.0,Absolutely love this app! the developer the developer design the developer Very the app,239,2.9.1,2023-03-22,user_3319,We're working on it.
Fortnite,Games,5.0,Works flawlessly on my iPhone design performance Extremely,49,4.6.9,2023-01-30,user_8720,
Minecraft,Games,5.0,Changed my daily routine for the better design Extremely Extremely Extremely features Slightly,155,4.6.4,2023-08-18,user_8607,
Fortnite,Games,,Great customer support too Extremely performance this update Really performance Really the app Very features,168,2.8.0,2023-08-24,user_3123,
Candy Crush,Games,3.0,OK but could use some improvements Really design the developer features the app this update performance Really performance Very Slightly,354,2.5.5,2022-06-13,user_5006,
Notion,Productivity,4.0,Great customer support too Slightly,183,5.3.7,2023-10-26,user_8291,
Facebook,Social Networking,5.0,Can't imagine life without it performance features design Slightly features Very Slightly design,89,2.9.5,2022-02-17,user_2745,
Pokemon GO,Games,4.0,Can't imagine life without it design Slightly the developer design the app,331,5.8.8,2022-07-01,user_7584,
TikTok,Social Networking,4.0,"Best app on my phone, period. Extremely this update features Really features Slightly features design this update performance this update Very this update Really",88,3.2.2,2023-09-16,user_4607,
Dropbox,Utilities,5.0,Can't imagine life without it the developer Slightly design Really performance Slightly the app Slightly the app,470,5.1.1,2023-11-28,user_4086,Thank you for your feedback!
Yelp,Food & Drink,2.0,Lost all my data after update Really Slightly Slightly the app Very design Slightly,373,1.1.6,2022-01-01,user_6843,We're working on it.
DoorDash,Food & Drink,1.0,Not worth the subscription price performance,389,1.5.2,2022-07-05,user_2905,
Microsoft Word,Productivity,3.0,Useful but not without issues Really features Very the app the developer Really the developer the developer design this update performance Really,370,4.4.6,2022-04-19,user_2914,
YouTube,Entertainment,5.0,Works flawlessly on my iPhone this update design this update the app the developer features the developer features features design Extremely this update the app this update this update,124,3.2.8,2023-01-10,user_9390,Thank you for your feedback!
PayPal,Finance,,"Best app on my phone, period. performance features the app the developer Really features this update the developer",106,4.3.7,2023-08-25,user_5662,We're working on it.
Yelp,Food & Drink,4.0,Works flawlessly on my iPhone performance Slightly the developer the developer Extremely performance Extremely design Really,335,4.9.2,2023-03-13,user_3219,Thank you for your feedback!
eBay,Shopping,5.0,Can't imagine life without it the developer Extremely the app Slightly this update the developer Really design Extremely,246,3.9.8,2022-08-03,user_9449,
eBay,Shopping,4.0,Works flawlessly on my iPhone the app,361,5.9.6,2023-01-08,user_9294,
Khan Academy,Education,4.0,Great customer support too features the app the app features this update Slightly this update,351,2.4.0,2023-05-16,user_4449,
Khan Academy,Education,4.0,"Best app on my phone, period. the app Slightly design the developer design Slightly Really the developer the app this update Slightly Very Very performance",93,5.5.4,2022-01-14,user_4871,
Strava,Health & Fitness,5.0,Works flawlessly on my iPhone Very this update the developer Really Very Really features Very design design,38,3.3.2,2023-04-15,user_4897,
Dropbox,Utilities,5.0,Can't imagine life without it Extremely the app Extremely,83,1.3.2,2022-05-12,user_5025,
Robinhood,Finance,5.0,"Fantastic update, keeps getting better Extremely performance",341,3.0.9,2022-09-06,user_6848,
SoundCloud,Music,5.0,Can't imagine life without it features Really features Really the app the app Really the app Slightly features performance this update performance performance,43,1.2.1,2023-07-19,user_5084,We're working on it.
Subway Surfers,Games,1.0,"Horrible update, they broke everything the developer performance Really the app Really performance Very Very design features this update Extremely performance Really Slightly",73,3.6.8,2023-12-13,user_6778,
1Password,Utilities,5.0,Absolutely love this app! Slightly Slightly features this update Really features Extremely Slightly,475,1.7.7,2023-05-14,user_9829,We're working on it.
Google Drive,Utilities,5.0,Incredible features and smooth UI Extremely Very the app features this update the developer,425,3.6.0,2022-01-30,user_9512,
Dropbox,Utilities,5.0,Changed my daily routine for the better this update performance features design features the app features Really features Very Really the app,468,3.0.6,2022-04-17,user_8502,We're working on it.
Among Us,Games,3.0,Useful but not without issues Really performance features the developer Very Really this update Extremely Slightly Really the app the app Very Very,251,2.1.8,2023-10-27,user_4172,
Hulu,Entertainment,3.0,"Some features are great, others not so much performance Very",54,4.9.2,2022-04-26,user_1040,
TikTok,Social Networking,5.0,Absolutely love this app! Really Very the app design design Very Very Extremely the app performance Very performance Slightly the developer Slightly,90,5.8.7,2022-06-20,user_9970,
Clash of Clans,Games,4.0,"Five stars, highly recommend! Very the developer this update the developer performance features",154,2.6.9,2023-07-21,user_1868,
Twitter,Social Networking,1.0,"Buggy and slow, needs a lot of work Slightly this update Very design the app Really this update design design the developer design features the app",450,3.5.2,2023-01-06,user_8553,
Khan Academy,Education,5.0,Great customer support too the developer the app this update this update Really Really the developer the developer the app the app the app design features Really,172,5.8.8,2023-09-14,user_8434,
Google Maps,Travel,2.0,Terrible battery drain Slightly Really this update this update,264,2.6.1,2023-12-26,user_7187,
Pokemon GO,Games,3.0,Gets the job done,246,1.5.3,2023-05-20,user_2221,We're working on it.
Duolingo,Education,5.0,Absolutely love this app! Slightly performance this update Really Extremely the developer features the app Slightly the app,498,5.5.1,2022-05-28,user_8638,We're working on it.
Airbnb,Travel,4.0,Changed my daily routine for the better design performance features,88,2.8.5,2022-09-01,user_7112,
Subway Surfers,Games,5.0,"Five stars, highly recommend!",240,1.9.9,2022-03-29,user_5287,We're working on it.
Fortnite,Games,5.0,Great customer support too Really performance the app the developer performance the developer the app design Slightly Really the app Very features the app,403,3.0.4,2022-08-20,user_4685,Thank you for your feedback!
Uber,Travel,5.0,Works flawlessly on my iPhone performance this update the app Very features the app the developer Slightly Really Really design,162,1.0.7,2022-02-22,user_2738,Thank you for your feedback!
Uber,Travel,2.0,Support never responds,358,2.0.5,2022-02-19,user_3434,
1Password,Utilities,5.0,Incredible features and smooth UI Very performance the developer performance the developer Really Really the developer the developer design Slightly the developer the developer Extremely the app,205,3.3.9,2023-03-09,user_6264,We're working on it.
Disney+,Entertainment,5.0,"Fantastic update, keeps getting better Extremely performance Slightly Slightly the developer the developer performance the developer Very",172,3.1.6,2022-10-19,user_2851,
YouTube,Entertainment,4.0,Changed my daily routine for the better Extremely features performance design Really design Very the app performance the developer Extremely the app the app performance,467,5.9.7,2023-01-24,user_9742,
Disney+,Entertainment,5.0,"Five stars, highly recommend!",81,5.5.5,2023-05-24,user_2448,Thank you for your feedback!
Lightroom,Photo & Video,5.0,Works flawlessly on my iPhone performance,113,5.4.9,2023-02-05,user_9457,We're working on it.
Subway Surfers,Games,5.0,Incredible features and smooth UI this update Really Really features performance this update Very performance,153,3.7.4,2022-09-29,user_6418,
DoorDash,Food & Drink,5.0,Works flawlessly on my iPhone Extremely Extremely performance Slightly features performance Very features Really features features this update design,115,1.8.4,2023-02-25,user_7951,We're working on it.
Amazon,Shopping,1.0,Lost all my data after update this update design Really Slightly this update Very the developer Really the developer performance,314,2.4.8,2022-01-09,user_1653,
Todoist,Productivity,3.0,Useful but not without issues Very the developer features the developer Very Slightly Slightly this update,104,2.9.8,2023-05-11,user_9979,
Netflix,Entertainment,3.0,Works fine most of the time design design,192,4.4.9,2023-07-07,user_5588,Thank you for your feedback!
Lightroom,Photo & Video,3.0,Useful but not without issues,353,3.2.9,2022-09-11,user_8465,
Robinhood,Finance,5.0,Great customer support too the developer features design Really the app the app the app this update,424,3.5.2,2023-09-29,user_3964,Thank you for your feedback!
Khan Academy,Education,5.0,"Five stars, highly recommend! this update this update the app the app Extremely Slightly Extremely the app Extremely Really Extremely Very the developer features",196,5.3.6,2022-01-04,user_6378,We're working on it.
Duolingo,Education,5.0,Super intuitive and fast Slightly features features this update Extremely design this update Really Very Extremely features Extremely Extremely the developer,311,4.5.6,2022-05-02,user_2145,
Strava,Health & Fitness,5.0,Great customer support too Very Very features design Really features the app the developer Slightly Extremely Really Slightly,98,2.1.6,2022-02-05,user_3151,
Khan Academy,Education,4.0,Incredible features and smooth UI Extremely Extremely the app the developer design features performance,370,4.1.8,2023-02-28,user_3653,
Lightroom,Photo & Video,4.0,"Fantastic update, keeps getting better the app design performance Very the developer Extremely the developer the app design this update the app",187,1.6.6,2022-03-21,user_6225,
Apple Music,Music,4.0,Works flawlessly on my iPhone this update Slightly Slightly Slightly design Really features Very design the developer,326,2.5.2,2022-03-19,user_3807,We're working on it.
Netflix,Entertainment,5.0,Great customer support too the app Really features design the developer Slightly features the developer performance Very this update Very,132,5.4.7,2022-02-06,user_6379,
Among Us,Games,4.0,Changed my daily routine for the better the developer design,131,2.9.8,2023-07-23,user_8541,
YouTube,Entertainment,5.0,Super intuitive and fast performance features Extremely the app Slightly the app,83,3.2.7,2023-05-08,user_9931,Thank you for your feedback!
Notion,Productivity,,"Five stars, highly recommend! Very Very the app Slightly Really Extremely Really features the app this update",115,3.7.1,2022-01-08,user_7663,
1Password,Utilities,3.0,"Some features are great, others not so much Extremely the developer design performance features the developer Slightly",391,2.5.6,2022-06-27,user_4160,
Khan Academy,Education,3.0,Gets the job done Really,146,3.3.5,2023-06-28,user_6840,We're working on it.
Robinhood,Finance,,Changed my daily routine for the better features,45,4.3.2,2022-06-24,user_6642,Thank you for your feedback!
Fortnite,Games,3.0,Average experience overall performance Really performance Very Slightly,474,3.6.8,2023-09-11,user_4652,We're working on it.
Khan Academy,Education,2.0,Not worth the subscription price Extremely,270,1.6.7,2023-07-26,user_9805,
SoundCloud,Music,5.0,Works flawlessly on my iPhone the developer design Slightly the developer Extremely Slightly performance design Slightly Really features Extremely the developer,384,3.6.7,2022-08-22,user_4395,
Netflix,Entertainment,4.0,Super intuitive and fast features Very,279,5.9.5,2022-12-27,user_9759,Thank you for your feedback!
Dropbox,Utilities,5.0,"Fantastic update, keeps getting better",446,1.6.2,2022-09-02,user_5288,
Yelp,Food & Drink,4.0,Works flawlessly on my iPhone features the app Really the app the developer this update Extremely Really,481,1.3.3,2023-08-13,user_9382,
Dropbox,Utilities,5.0,"Best app on my phone, period. performance this update Really performance Very Extremely Slightly",23,5.9.0,2022-11-25,user_9980,
Among Us,Games,5.0,Great customer support too,322,1.5.3,2022-07-31,user_8488,
Microsoft Word,Productivity,4.0,Can't imagine life without it the app Very the developer the app this update the app features features Slightly the app the developer the app,432,5.4.5,2023-05-22,user_6580,We're working on it.
Spotify,Music,4.0,Works flawlessly on my iPhone features Really Slightly design Extremely the developer Very performance Really Very this update,247,3.1.8,2022-08-18,user_6652,
Dropbox,Utilities,4.0,Can't imagine life without it performance the developer Slightly design,364,1.7.8,2023-10-23,user_9202,
Hulu,Entertainment,1.0,"Too many ads, ruins the experience the developer Really Really the developer Very Extremely features the app performance Slightly Really Extremely",253,2.7.6,2023-09-30,user_5293,Thank you for your feedback!
Microsoft Word,Productivity,4.0,Absolutely love this app! Slightly Really design Slightly,168,2.2.1,2022-06-22,user_5661,
Minecraft,Games,1.0,"Horrible update, they broke everything features the app Extremely design performance this update",248,1.2.1,2023-07-19,user_1635,
Netflix,Entertainment,2.0,"Horrible update, they broke everything the app Slightly this update performance Extremely design the developer Extremely Very features Extremely",325,2.5.4,2023-02-21,user_1133,
Uber,Travel,2.0,Interface is confusing and cluttered features performance,137,2.4.3,2022-09-26,user_9230,
Robinhood,Finance,3.0,OK but could use some improvements Extremely performance the developer the developer design the app,102,4.1.2,2023-05-21,user_4919,
Notion,Productivity,4.0,"Best app on my phone, period. Very performance the developer",316,2.8.1,2022-08-18,user_1646,
VSCO,Photo & Video,4.0,Works flawlessly on my iPhone this update Very this update the developer this update the developer performance this update the developer,383,3.5.2,2022-07-12,user_2917,We're working on it.
Candy Crush,Games,1.0,Interface is confusing and cluttered this update,302,1.3.3,2022-11-25,user_7431,We're working on it.
YouTube,Entertainment,3.0,"Some features are great, others not so much the app Very performance",331,4.7.0,2022-11-04,user_2133,Thank you for your feedback!
Subway Surfers,Games,3.0,"Decent app, does what it says the developer features Really Very this update performance",419,3.0.5,2022-01-31,user_2835,
YouTube,Entertainment,5.0,Changed my daily routine for the better Really design Extremely features Extremely,452,3.6.0,2023-05-20,user_2255,
Airbnb,Travel,5.0,"Fantastic update, keeps getting better Slightly design the app Slightly performance Slightly design the app Extremely design performance Extremely",313,4.0.3,2023-11-10,user_9150,We're working on it.
YouTube,Entertainment,4.0,"Best app on my phone, period. the developer design",189,1.5.7,2022-02-01,user_4079,We're working on it.
Amazon,Shopping,5.0,"Five stars, highly recommend! Really Slightly the app Really this update Extremely",111,5.6.6,2023-12-04,user_5023,
Facebook,Social Networking,5.0,Changed my daily routine for the better Really the app performance Slightly design performance this update design Really the developer this update Very Very Extremely,205,1.6.5,2023-07-02,user_9043,
VSCO,Photo & Video,2.0,Lost all my data after update the developer the developer Extremely Slightly performance design,495,4.2.2,2023-06-22,user_6325,We're working on it.
Dropbox,Utilities,5.0,Super intuitive and fast this update Slightly Extremely Slightly design Extremely performance design features performance features,373,3.8.2,2022-08-29,user_8018,Thank you for your feedback!
Google Maps,Travel,4.0,Great customer support too this update the app Slightly this update the developer Very,15,2.8.0,2022-02-03,user_5228,
Strava,Health & Fitness,5.0,Incredible features and smooth UI Slightly Slightly the app performance this update performance features Extremely Slightly the app Really Really Extremely the app,212,3.2.9,2023-03-29,user_8877,Thank you for your feedback!
Among Us,Games,4.0,"Best app on my phone, period. Slightly Slightly this update Very performance Extremely Really the app",455,5.1.4,2023-12-30,user_4509,Thank you for your feedback!
PUBG Mobile,Games,5.0,"Best app on my phone, period. this update Very Slightly features design design Really this update Very performance Really Slightly Slightly",58,3.6.5,2022-09-22,user_3874,Thank you for your feedback!
PayPal,Finance,4.0,Changed my daily routine for the better this update Extremely design performance design Extremely the app features design Very design the developer,425,3.4.5,2023-08-04,user_6802,Thank you for your feedback!
Duolingo,Education,,Absolutely love this app!,442,2.0.1,2022-04-05,user_7777,
Todoist,Productivity,4.0,"Fantastic update, keeps getting better features features Slightly this update",253,3.2.1,2023-10-30,user_8291,
MyFitnessPal,Health & Fitness,,Great customer support too this update the developer design features Slightly the developer the app,138,5.3.4,2022-01-31,user_2393,Thank you for your feedback!
Google Drive,Utilities,5.0,Can't imagine life without it this update,213,1.3.6,2023-12-11,user_5253,
Facebook,Social Networking,,Incredible features and smooth UI this update Very performance the app the app Really the app design,323,5.5.9,2022-12-10,user_3033,
Evernote,Productivity,5.0,Works flawlessly on my iPhone Extremely the developer Slightly this update Extremely design features performance the app the developer features,110,4.2.7,2022-12-18,user_3761,We're working on it.
Minecraft,Games,5.0,Absolutely love this app! the app features design,404,1.7.3,2022-10-05,user_6014,Thank you for your feedback!
Yelp,Food & Drink,5.0,Incredible features and smooth UI this update Extremely the developer design performance this update design the app features this update,240,4.1.0,2022-02-24,user_2482,Thank you for your feedback!
Minecraft,Games,4.0,"Fantastic update, keeps getting better Very performance Extremely",216,3.7.6,2022-03-18,user_4922,
